assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
10382424,41065,Rhinella marina,Least Concern,,2009,2008-01-01 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining to qualify for listing in a more threatened category.","A nocturnal and terrestrial toad that inhabits humid areas with adequate cover, including cane fields, savannah, open forest, well watered yards and gardens. It also inhabits dry equatorial forests. It thrives in degraded habitats and man-made environments, and is occasionally found in pristine lowland and montane rainforests, but generally prefers open or disturbed habitat such as tracks, roads, low grassland and areas that are near human settlement, e.g. grazing land, suburban parks and gardens. It tends to avoid more densely vegetated areas (eg. wet sclerophyll and rainforest), which can then act as a barrier to their dispersal. It can be found by day beneath fallen trees, loose boards, matted coconut leaves, and similar cover (Lynn 1940). It feeds on arthropods (especially ants and termites) and small vertebrates. It is flexible regards breeding site (Evans <em>et al.</em> 1996); eggs and larvae develop in slow or still shallow waters of ponds, ditches, temporary pools, reservoirs, canals, and streams. Clutch size is between 8,000 and 17,000. Eggs and tadpoles are poisonous and displace native tadpoles. It may sometimes breed in slightly brackish water in Hawaii. Larvae are tolerant of high temperatures.","Overall, there are no significant threats to this very adaptable, invasive species. Introduced animals are carrying salmonella in Puerto Rico, putting other native species at risk. In some parts of its introduced range it competes with native frogs and has a negative impact on native wildlife that attempt to consume it. Survival and development of tadpoles<em></em> in Bermuda are being affected both by contaminants found in a number of its ponds and by transfer of accumulated contaminants (Bacon <span style=""font-style: italic;"">et al. </span>2006).","It is a very abundant species, and its range is increasing.",Increasing,"This species ranges from southern Texas, USA, through tropical Mexico and Central America to northern South America (central Brazil and Amazonian Peru and northern parts of Amazonian Bolivia, Colombia, Venezuela [including Margarita Island] and the Guianas, throughout Trinidad and Tobago). It is introduced in southern Florida, Puerto Rico (introduced in the 1920s), St Croix, St Thomas, Hawaii (introduced from Puerto Rico in 1932, now common on all main islands), Jamaica (including Cabarita Island) (introduced from Barbados in 1844, common throughout island in lowlands), the U.S. Virgin Islands, Hispaniola (Dominican Republic and Haiti), St Kitts, Nevis, Antigua, Montserrat, Guadeloupe, the Grenadines, Martinique, St Lucia, St Vincent, Barbados, Aruba, Grenada, Guam (McCoid 1993), Saipan (Wiles and Guerrero 1996), and many other tropical and subtropical localities (Schwartz and Henderson 1988). It is also an invasive and introduced species in much of the lowlands of Papua New Guinea, the Admiralty and Bismarck Islands and the Solomon Islands. It was introduced to Australia in 1935, to north tropical Queensland to control sugar cane pests (which it failed to do). Now the southern limit of its distribution is near Coffs Harbour in northeastern New South Wales, and its range extends through most of Queensland and into the Northern Territory to Kakadu National Park (first recorded at Koolpin Gorge, 24 June 2002 and Twin Falls, 10 June 2002). It is also introduced and now widespread in the Philippines. It is found on most of the major islands. It was introduced into Japan first from Hawaii to Taiwan, Province of China, and then from Taiwan through Daito Islands (1930) to Ishigaki Island (1978). The population of Bonin Island was introduced from Guam, which in itself had the species introduced in 1937 (Christy <span style=""font-style: italic;"">et al. </span>2007). It is also found on Hatomajima. It occurs from sea level up to 3,000 m asl.","The species has been put to various uses across its geographic range. It is used for educational purposes, skins are used for bags in Mexico and for  drum skins in Papua New Guinea, while whole animals are stuffed and sold as souvenirs in Nicaragua. Some toads are taken for traditional medicinal uses and then released.",Terrestrial|Freshwater (=Inland waters),"There are no conservation measures needed for this highly invasive species; rather, conservation measures for those species adversely affected by the expansion of the range of this species are what is required. Research on biology, impacts and methods to control their population growth in Australia are in place, but to date no effective controls have been implemented. In Papua New Guinea, the Solomon Islands, the Philippines and Japan, the impacts of this species on native frogs should be examined. An officially organized eradication programme has been initiated in the Grenadines (Daudin and Silva 2007).",Nearctic|Neotropical,,false,false,Global
10404077,41134,Crinia georgiana,Least Concern,,2004,2004-04-30 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",The species occurs in coastal plains and forests where there is ample shallow water in winter. It lives amongst vegetation beside creeks or soaks. Breeding occurs from July to October on cold nights. About 70 large eggs are laid separately in shallow seep water and sometimes in roadside gutters. Tadpoles develop in about 4-7 weeks. It also inhabits anthropogenic habitats such as agricultural lands and rural gardens.,"There are no threats listed, but increasing development along the coast of Western Australia might pose a threat in the future. Chytrid fungus was detected in this species in Elleker, near Albany in Western Australia.",It is a common species.,Stable,"This Australian endemic occurs in the southwest corner of Western Australia, from Gingin in the north, inland to Dumbleyung and east to the vicinity of Cape Le Grand. The estimated altitudinal range of the species is from 0-1,000m asl.",,Terrestrial|Freshwater (=Inland waters),Its range includes multiple protected areas in Western Australia.,Australasian,,false,false,Global
10404271,41135,Crinia glauerti,Least Concern,,2004,2004-04-30 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.","The species is found in areas of permanent moisture, such as the edge of marshes. Females lay approximately 70 eggs singly, in shallow water. It is often found in association with C. georgiana. Tadpoles take about 4 months to develop. It also found in human habitats such as agricultural lands and rural gardens.","There are no known threats to the species, but coastal development in the southwest of Australia might be a threat in the future.",It is a common species.,Stable,This Australian endemic occurs in the southwest corner of Western Australia. The estimated altitudinal range of the species is from 0-600m asl.,,Terrestrial|Freshwater (=Inland waters),Its range includes multiple protected areas in Western Australia.,Australasian,,false,false,Global
11198066,54744,Strauchbufo raddei,Least Concern,,2004,2004-04-30 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.","The species inhabits the edges of coniferous and deciduous forests, groves, bush lands, meadows, forest steppes, steppes with sandy, rocky and alluvial soils, semi-desert, oases in dry steppes and the Gobi Desert of Mongolia. It is abundant around and in many human settlements, some cities and in agricultural landscapes. Although B. raddei is an opportunistic species, it prefers areas with soft, sandy and alluvial soils. It breeds in stagnant waterbodies such as ditches, pools and paddy fields.","There are no major threats to this species. It is locally impacted by high road mortality, and might possibly be threatened by over-collecting for traditional Chinese medicine.",The species is widespread and common over much of its range.,Stable,"This species is known from north and northeast China and the Democratic People's Republic of Korea, the whole of Mongolia and eastern Russia (Baikal area and the Far East). Presumed to occur in Republic of Korea, but this requires verification. Altitudinal range is between 600 and 2,700m asl.",,Terrestrial|Freshwater (=Inland waters),The range of this species includes many protected areas. It is listed in the Red Data Books of Buryatia and Irkutskaya Province (Russia).,Palearctic,,false,false,Global
11347491,55647,Hyla savignyi,Least Concern,,2009,2008-12-14 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.","The species lives in much drier landscapes than <em>Hyla arborea</em>, including steppes, deserts and semi-deserts. It is also present in gardens, bush lands, montane forest edges, open oak and juniper forests, and areas with permanent or semi permanent water sources (including oasis) with good surrounding vegetation (e.g.. <em>Phragmites</em>, Oleander). The species may be found at considerable distances from waterbodies in xeric environments, such as rocky slopes and on the xerophytic bush <em>Alhagi pseudoalhagi</em>. Spawning and larval development takes place in small stagnant waterbodies, drainage canals and slow flowing brooks with dense herbaceous and shrub vegetation. The species is able to adapt to light habitat modification, and may be found in rural, or semi-urban, areas where suitable wetland habitat exists.","Severe drought, drying from water extraction, overgrazing and habitat loss might lead to localized declines. In Syrian Arab Republic and the Arabian Peninsula it might be threatened by water pollution and anthropogenic changes of habitat. In Israel, available breeding sites have declined by up to 30% in recent years.",This species is relatively common in suitable habitat. It is the most abundant amphibian species in Israel; it is very common in Lebanon and is considered to be rare in Jordan.,Stable,"This species is widespread in western Asia and southern Transcaucasia, including Cyprus, southeastern Turkey, the Levant, the Arabian Peninsula (the Asir region of southern Saudi Arabia and northern Yemen), Iran (Zagros region, and an isolated population in Golestan National Park [Max Kasparek pers. comm. November 2008]), northern Iraq, Talysh (Azerbaijan), Armenia, and northwestwards to Tbilisi, (Georgia). It has also been reported from the northeastern region of Sinai, Egypt (first recorded in the early 1990's). It is present from 400m below sea level (Jordan) to above 1,800m.",,Terrestrial|Freshwater (=Inland waters),"It is protected by national legislation in Israel. Present in protected areas in Georgia (Hoseov and Skibahoa Reserves), Armenia, Azerbaijan, Jordan (Dana and Al Mujib Wildlife Reserves) and Lebanon (Arz El-Shouf, Horj Ehden, Ammiq marshes and Sandy Beach of Sour).  It is present in several protected areas in Turkey. The contact zone between <em>H. savignyi</em> and <em>H. arborea</em> in Georgia requires special attention (S. Kuzmin pers. comm.)",Afrotropical|Palearctic,,false,false,Global
11461091,56327,Barycholos pulcher,Least Concern,,2004,2004-04-30 00:00:00 UTC,3.1,English,"Listed as Least Concern since, although its Extent of Occurrence is probably less than 20,000 km2, it is common and adaptable with a presumed large population, and it is unlikely to be declining fast enough to qualify for listing in a more threatened category.","It inhabits Western Ecuador Moist Forests in the Western Tropical Altitudinal Zone. Individuals are usually found in the leaf-litter. It can also be found in altered areas (secondary forest), but it is still restricted to habitats with leaf-litter. It breeds by direct development, and lays its eggs on leaf-litter.","Infrastructure development for human settlement, and agricultural pollution are major threats to the species' habitat.",It is a locally common species.,Unknown,This species is known from the Pacific lowlands of Ecuador from 50-900m asl.,,Terrestrial,It is not known to occur in any protected areas.,Neotropical,,false,false,Global
11792510,58589,Rana dybowskii,Least Concern,,2004,2004-04-30 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because its population is unlikely to be in decline at present.","Although this species is generally associated with areas of broadleaf, coniferous and mixed woodland, it may also be found at the forest edge, in valleys, in wet lowland meadows and in paddy fields. It breeds in stagnant and slow-flowing waterbodies such as lakes, ponds, ditches, pools at stream edges and puddles. Animals may hibernate underwater in streams. It can be found close to human habitations.","Some populations of this species have declined because of industrial pollution, urbanization and the construction of reservoirs. In the 1990s, mass collecting of <span style=""font-style: italic;"">R. dybowskii</span>, mainly in the Primorye Region of Russia, for the trade in traditional Asian medicine led to population declines at a number of sites. Habitat destruction and degradation are major threats to this species.",It is a widespread and common frog. Some localized population declines caused by habitat loss have been observed.,Stable,"This species is considered here to occur in the Russian Far East from near the confluence of the Zeya River into the Amur River eastwards to the Pacific coast and northwards to the southeast of East Siberia (Yakutia), the Democratic People's Republic of Korea, the Republic of Korea and Tushima Island in Japan. It might also occur in northern China, however further taxonomic studies are needed to confirm this. The altitudinal range of this species is sea level to at least 900m asl.",,Terrestrial|Freshwater (=Inland waters),This species occurs in many protected areas.,Palearctic,,false,false,Global
11809026,58679,Pelophylax nigromaculatus,Near Threatened,,2004,2004-04-30 00:00:00 UTC,3.1,English,"Listed as Near Threatened because this species is in significant decline (but at a rate of less than 30% over ten years) because it is being over-harvested for food, making the species close to qualifying for Vulnerable.","The terrestrial habitats of this species include meadows, leafy and mixed pine and broadleaved forests, bush lands and desert (in Turkmenistan). The species is also present in suitable modified habitats. Within these habitats it inhabits various types of stagnant waterbodies, including river pools, channels, lakes, reservoirs, ponds, swamps, ditches and paddy fields. The female deposits 1,800-3,000 eggs in shallow water. The larvae hatch in five to seven days and usually begin metamorphosis about 45 days later. They reach sexual maturity at three years of age.","The threats to this species are not well known. In some parts of Asia it has declined seriously because of over-exploitation in the live animal trade, water pollution, and changes in land management use from paddy fields to other crops.","It is widespread and common in the Far East of Russia (with some localized declines), but it is declining in China (although it remains a common species). The decline is not considered to be so severe in the Democratic People's Republic of Korea and the Republic of Korea. In Japan the population is decreasing but it is not in significant decline, and is considered a common species.",Decreasing,"This species is known from the Russian Far East (from Evreiskaya Autonomous Province to the lower reaches of the Amur River), central, northern and north-eastern China, the Democratic People's Republic of Korea, the Republic of Korea, and Japan. In Japan this species is distributed in Honshu (except Sendai Plan, Kanto District and the area along Shinano River), Shikoku and Kyushu. There is a problem with the potential introduction of this species to other areas through the live animal trade. The small distribution in southern Yunnan probably represents an introduced population. This species occurs below 2,200m asl.",,Terrestrial|Freshwater (=Inland waters),It is present in many protected areas.,Indomalayan|Palearctic,,false,false,Global
11820145,58651,Rana macrocnemis,Least Concern,,2009,2008-12-14 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category. In the Caucasus, this species is experiencing significant declines as a result of raccoons and deforestation.","It is mainly found in humid areas included broadleaved, mixed and coniferous forests, swamps, steppes, sub alpine and alpine meadows. In dry areas this species is generally limited to areas close to permanent lakes, rivers, brooks and springs that are often surrounded by dense herbaceous and shrubby vegetation. It breeds in various stagnant and slow-flowing waterbodies. It is presumed to be tolerant of some habitat disturbance such as light grazing.","In the Caucasus of the former USSR destruction and pollution of suitable habitat by cattle has caused some local population declines.  In the western Caucasus, this species is threatened by predation invasive introduced raccoons (<em>Procyon lotor</em>) and deforestation for agriculture and timber.  The species is under pressure from grazing and development for tourism in Turkey. It is possible that deforestation (especially of <em>Juniperus</em> woods) might have contributed to the increasing aridity of the Kopet-Dagh Mountains in Turkmenia, leading to the extinction of the species. Prolonged drought might be a threat to populations in more arid areas.",This species is mostly common over its range. There are significant declines in parts of its range.,Decreasing,"This species is found in the Caucasus Mountains and throughout much of Anatolia, Turkey. An isolated population exists on the Strizhament Mountain in the Stavropolskii Region of Russia. It has been recorded from Iraq (Kevork 1972) but further details of this population are needed and it is not mapped here. It has an altitudinal range sea level to 3,000m asl.",,Terrestrial|Freshwater (=Inland waters),"This species is listed in the Red Data Book of Turkmenistan and has been recorded from protected areas in Russia, Georgia, Armenia and Azerbaijan. It is found in protected areas in Turkey.  This species was included in the supplement to the Red Data Book in Russia and several regional Red Data Books due to declines because of raccoon predation and habitat loss from deforestation.",Palearctic,,false,false,Global
11825745,58705,Pelophylax ridibundus,Least Concern,,2009,2008-12-14 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.","It is a highly opportunistic amphibian, living in mixed and deciduous forests, forest steppe, and steppe and other grasslands, semi-desert and desert zones. Arid areas are largely colonized through river valleys and channels. The frog prefers open, well-warmed areas with abundant herbaceous vegetation. It is a semi-aquatic species, inhabiting (and breeding in) a wide variety of flowing and stagnant water habitats, from shallow puddles and ponds to large lakes, reservoirs, rivers and brooks. It may also be found in slightly saline water; on the northern shore of the Apsheron Peninsula (Caspian Sea), reproduction has been observed in marine water at a distance of 0.5-1m from the shore. It is present in many modified habitats.","There are no major threats to this adaptable species. Loss of breeding habitats may lead to localized declines, but it is very resistant to environmental pollution and animals may be found in highly polluted waters (such as chemical or metallurgic pollution) where other amphibian species cannot survive. Severe, or prolonged, droughts may lead to localized population declines of this frog in arid areas. The harvesting of this species for educational and medical research, or food, appears to have little effect on some populations, although the frog-leg trade and high levels of pollution are leading to significant declines in populations in eastern Asia, in the former Yugoslavia (Dzukic, 1996; Ljubisavljevic <em>et al.</em> 2003) and possibly also in Romania. In Turkey, the harvesting of frog populations allocated to <em>Pelophylax ridibunda</em> for food appears to be a threat, thus the frog-leg trade and very significant levels of pollution due to some industrial areas might be leading to significant declines in populations in Turkey.",This is generally a common to abundant species where it occurs.,Increasing,"This is a widespread species in western, central and eastern Europe and ranges as far eastwards as eastern Kazakhstan. There are introduced populations in the southeast United Kingdom (where the range is spreading), Switzerland, Belgium (Wallonia), Spain (Villasbuenas de Gata, Cáceres and unspecified localities in Galicia, Cataluña and Comunidad Valenciana), Siberia and Kamchatka, Russia and northwestern Xinjiang (Yining, Tacheng, Wenquan, Huocheng and Xinyuan), China. It is present throughout Turkey (although this might represent a separate taxon), possibly Syrian Arab Republic, much of Iran, northeastern Iraq and most of northern Afghanistan (absent from Pakistan). Isolated populations are present in Bahrain (it is not known as to whether or not this is an introduction) and within Saudi Arabia (relict populations in the southern Hadramaut, and an introduction at Al Kharj). Further investigations are needed into the range of the species within Iraq and Saudi Arabia. Numerous introductions have expanded the range in Siberia and Kamchatka. In Central Asia, it is often difficult to distinguish between the periphery of natural range and the areas occupied after dispersal and introductions. Numerous populations in Kazakhstan have originated through deliberate introductions from local laboratories and universities. The species was introduced into Siberia and Kamchatka through the accidental introduction of tadpoles with fish into reservoirs with warm discharge waters from electric power stations. It occurs from sea level to altitudes of around 2,500m asl.","This species is harvested for educational and medical research, and food.&#160;It is unclear as to what percentage of specimens are harvested from the wild.",Terrestrial|Freshwater (=Inland waters),"It is listed on Annex V of the EU Natural Habitats Directive and on Appendix III of the Berne Convention, and is protected by national legislation in a number of countries. It is listed in a number of national and regional Red Data Books and Lists, and is present in many protected areas. There is a need to control or eliminate this species where it has been introduced outside its natural range, as it is a threat to native species. In parts of its range, mitigation measures to reduce road kill have been established.",Palearctic,,false,false,Global
11849180,58847,Raorchestes glandulosus,Vulnerable,B1ab(iii),2004,2004-04-30 00:00:00 UTC,3.1,English,"Listed as Vulnerable because its Extent of Occurrence is less than 20,000 km2, its distribution is severely fragmented, and there is continuing decline in the extent and quality of its habitat.","It is a nocturnal, arboreal species associated with the understorey of tropical moist forest. It can also occur in modified habitats such as coffee, tea and <em>Acacia</em> plantations. It is a direct developer, and deposits its eggs (20-45 eggs) on leaves (Biju 2003).",It is threatened by the conversion of native forest to intensively cultivated areas (including tea and coffee plantations) and timber plantations.,It is relatively common where it occurs.,Decreasing,"This Indian species has been recorded from the Nilgiris, Anamalai Hills, and Agasthyamala Hill ranges, Kudremukh National Park, and from several localities in Maharashtra State. Records from Maharashtra require further investigation to confirm that they belong to this species. It has an altitudinal range of between 400 and 2,000m asl.",,Terrestrial,"It has been recorded in many protected areas including the Nilgiri Biosphere Reserve (which includes Silent Valley National Park and Wayanad Wildlife Sanctuary), Parambikulum Wildlife Sanctuary, Ponmudi Wildlife Sanctuary, and Periyar Wildlife Sanctuary in Kerala, Kudremukh National Park in Karnataka, and Indira Gandhi National Park and Kalakad Wildlife Sanctuary, both in Tamil Nadu.",Indomalayan,,false,false,Global
11883606,59114,Salamandrella keyserlingii,Least Concern,,2008,2008-01-01 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.","It is found in wet coniferous, mixed, deciduous forests in the taiga zone and riparian groves in tundra and forest steppe. In forests, it is mostly found in glades and along the edges of woods not far from stagnant or semi-flowing waters. It is more rarely found in meadows, willow stands, fields, suburban and urban areas. In the Polar Urals and the north of West Siberia, the species is found on the shores of small lakes surrounded with swamps in shrubby and sedge-shrubby tundras. In the forest steppe region it is found in marshes in meadows, meadow steppes and small-leafed forests. The species breeds in ditches, pools and slow-flowing streams.","There are no major threats to this species. The species is locally threatened by desiccation of wetlands, loss of terrestrial habitat, pollution and increased urbanization.","In general this species is common over its wide range. There are some localized declines in parts of its range, in Mongolia (the southern margin of the species' range), there are small isolated populations, some of which are declining and are considered to be threatened.",Stable,"This species ranges from the north of European Russia (Arkhangelskaya Province) through the Polar Urals and Siberia to Chukotka Peninsula, then southwards along the Pacific coast to northeastern China (Heilongjiang, Jilin, Liaoling and Inner Mongolia Provinces), northern Democratic People's Republic of Korea, central Mongolia, southern Siberia, and through northern Kazakhstan to Nizhegorodskaya Province in European Russia. The species is also present in Kushiro marshland in Hokkaido, Japan, and the disputed island of Kunashiri.",,Terrestrial|Freshwater (=Inland waters),"The species is present in many protected areas. It is listed in the Red Data Books of the Middle Urals (Perm and Sverdlovsk provinces of Russia) and the Yamal-Nenets Autonomous County (Russia), Altaiskii Region (Russia), as well as the Red Data Book of Mongolia. The species is protected in Heilongjiang Province, China and is designated a natural monument by Kushiro City and Shibecha Town, Japan.",Palearctic,,false,false,Global
11932252,59481,Lissotriton vulgaris,Least Concern,,2009,2008-12-14 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.","It is generally associated with woodland habitats, including deciduous, coniferous, mixed forests and dry forests and woodlands. This is an adaptable species also present in meadows, bushlands, parks, fruit gardens, many damp habitats and rural and urban areas. The species breeds in still and slow moving shallow waters and irrigation ditches; females lay 200-300 eggs. It is often recorded from modified habitats. Several hybrids with <em>L. helveticus</em> have been reported while hybridization with<em> L. montandoni</em> is quite common in syntopic populations","There are no major threats to this species. Localized threats to the species include general drainage, pollution and eutrophication of breeding sites, logging of forest surrounding breeding pools and the introduction of predatory fishes. In the former Soviet Union there is mass commercial collecting of this species for the pet trade. Within Turkey, construction and building along the Black Sea coastline might be impacting northern Turkish populations.",It is very common or numerous over much of its range.,Stable,"This species is widespread through most of Europe (with the exception of the Iberian Peninsula from which it is absent). It ranges from Ireland and Great Britain, through west and central Europe and Scandinavia, south to Italy, the Balkans and northern and western Turkey, and east through much of the steppes of Ukraine and Russia. There is an isolated population in the Caucasus. The species occurs at elevations from sea level up to 2,150m asl (Austria).",,Terrestrial|Freshwater (=Inland waters),It is presumed to occur in numerous protected areas. It is listed in a number of Red Data Books and Lists and is both listed on Appendix III of the Berne Convention and protected by national legislation in parts of its range. In parts of this species range mitigation measures to reduce road kill have been established. Several of the recognized subspecies may qualify for a higher threat listing and should be assessed in the future following taxonomic clarification.,Palearctic,,false,false,Global
11947331,59473,Lissotriton boscai,Least Concern,,2009,2008-12-14 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, tolerance of a degree of habitat modification, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.","This is a largely aquatic species, with vegetated shallow ponds and streams being the preferred habitat. It may also be found in cattle troughs, lagoons, streams and deep still waters, and is frequently found in temporary ponds. Animals have also been recorded from irrigation channels and other human-made ephemeral or permanent structures (C. Ayres, pers. comm.). The species occupies a diverse range of terrestrial habitats including eucalyptus plantations, pine groves, open Oak (<em>Quercus</em>) woodland, scrub and sandy coastal areas. The species may be found in traditionally farmed areas.","The species is mostly threatened by the loss of breeding pools caused by drainage for agriculture and urbanization. Some mortality in this species through disease (iridovirus) has been recorded in Carris Lake, Peneda-Gerês National Park, Portugal. This disease might be non-native and is thought to have been transferred to the lake by an introduced predatory fish (<em>Lepomis gibbosus</em>). Predation by introduced fish and other introduced species (such as crayfish [<em>Procambarus clarkii</em>] and mink [<em>Mustela vison</em>]) is also a threat to <em>L. boscai</em>. However, in much of its range, the species is resistant and its populations are stable.","The species is relatively common in suitable habitat, although populations in a small part of central Spain (especially in the Province of Madrid) are reported to be rapidly decreasing. It is more common towards the west of its range.",Stable,"This species is restricted to the western part of the Iberian Peninsula. It occurs from sea level to elevations approaching 1,870m asl, but is mostly present between 400 and 1,000m asl.",,Terrestrial|Freshwater (=Inland waters),"The species is listed on Appendix III of the Bern Convention, and is protected by national legislation in Spain. It is present in Parque Nacional de las Islas Atlánticas de Galicia, Parque Nacional de Doñana and Parque Nacional de Cabañeros in Spain. In Portugal, it has been recorded from Peneda-Gerês National Park.",Palearctic,,false,false,Global & Europe
12483018,61431,Phelsuma abbotti,Least Concern,,2011,2011-01-27 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category. Both Seychelles subspecies have restricted ranges and are known from a single location (as sea levels rise, the identified threat, presents a simultaneous risk to low-lying sites throughout the entire archipelago) and should be considered Near Threatened as they almost meet Criterion D2 for listing as Vulnerable; however, this threat is unlikely to drive these subspecies to extinction within the next 5-10 years and, as each has an extent of occurrence slightly greater than 100 km²<sup></sup>, it is also not likely to lead to these forms becoming Critically Endangered within the same time scale.","Abbott's day gecko is usually found in scrub and woodland on Aldabra and Assumption, generally foraging within vegetation (including coconut trees), but it can also occur on the ground. In Madagascar it is mainly found on large sun-exposed tree trunks outside and at the edge of primary forest patches. On Nosy Be and on the Ampasindava Peninsula the species is also found in the coastal mangroves and mangrove trees along swamps and rivers. In western Madagascar, in the seasonal dry forests near Antsalova, the animals are found in the larger deciduous trees. In urban areas like Antsiranana and southern Nosy Be, they can be found on houses and in gardens. It is an egg-laying species.","Sea level rise is a threat to the Aldabra and Assumption subspecies: both Aldabra and Assumption are below eight metres in altitude and all <em>P. abbotti</em> habitat is less than two metres above sea level. There has been a low level of exploitation for the international pet trade, but this probably does not constitute a threat to the species. No other threats are known, and the population on Madagascar is not thought to be at risk.","Based on extrapolating densities per hectare obtained from transects surveys to the area of suitable habitat, the population of <em>Phelsuma a. abbotti</em> on Aldabra was estimated at 269,100 individuals in 2005; and of <em>P. a. sumptio</em> on Assumption at 2,928 in 2005 (Gerlach 2008).",Stable,"This species is endemic to northern Madagascar and the southern Seychelles (Aldabra atoll and associated islets, and Assumption). In Madagascar it occurs widely in the northern and northwestern parts of the country. Known localities include   Andavokoera (Rakotondravony 2006), Ankarana (D'Cruze <span style=""font-style: italic;"">et al</span>. 2007), Ampombofofo (Megson <span style=""font-style: italic;"">et al</span>. 2009), Analamerana (Rakotondravony 2006), Bemaraha (Bora <span style=""font-style: italic;"">et al</span>. 2010), Belambo (Raselimanana 2008), Berara (Andreone <span style=""font-style: italic;"">et al</span>. 2001), Lokobe (Andreone <span style=""font-style: italic;"">et al</span>. 2003), Loky-Manambato (Rakotondravony 2006),&#160; Montagne d'Ambre (D'Cruze <span style=""font-style: italic;"">et al</span>. 2008), Montage des Français (D'Cruze <span style=""font-style: italic;"">et al</span>. 2007), Nosy Hara (Metcalf <span style=""font-style: italic;"">et al</span>. 2007), Namoroka (Raselimanana 2008), Nosy Mamoko (Andreone <span style=""font-style: italic;"">et al</span>. 2003), Nosy Mitsio (Andreone <span style=""font-style: italic;"">et al</span>. 2003), Nosy Sakatia (Andreone <span style=""font-style: italic;"">et al</span>. 2003), Nosy Tanikely (Andreone <span style=""font-style: italic;"">et al</span>. 2003) and Sahamalaza (Raselimanana 2008). This species has been found from sea level to 320 m (D'Cruze <span style=""font-style: italic;"">et al</span>. 2007).  It may also occur in a small forest fragment known as Antsolipa between  Montagne d'Ambre and Ankarana, at 423 m asl., but the identity of this record cannot  be confirmed (Labanowski and Lowin 2011); likewise Durkin <em>et al.</em> (2011) report specimens from the same region as <em>P.</em> cf. <em>abbotti</em>. There is a single record from a site north of Sambava in northeastern Madagascar, supported by a reliable colour photograph (Schmidt and Glaw 1997).<span style=""background-color: yellow;""></span>",This gecko has been encountered in the pet trade at low levels.,Terrestrial,"The subspecies <span style=""font-style: italic;"">P. a. abbotti</span> is present in the Aldabra Special Reserve. The species is listed on CITES Appendix II. The subspecies in Madagascar is present in a number of protected areas. The validity of the Madagascan subspecies requires confirmation, and research is needed into the distribution, population status and natural history of this species in Madagascar.",Afrotropical,,false,false,Global
