internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
14856,Notochelys platynota,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Notochelys,platynota,,,,,"(Gray, 1834)",
15026,Mauremys sinensis,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,sinensis,,,,,"(Gray, 1834)",Generally considered to consist of at least two morphologically distinguishable lineages.
15185,Ogmodon vitianus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Ogmodon,vitianus,,,,,"W. Peters, 1864",
15199,Oligodon nikhili,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Oligodon,nikhili,,,,,"Whitaker &amp; Dattatri, 1982",
15392,Opisthotropis spenceri,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Opisthotropis,spenceri,,,,,"Smith, 1918",
15509,Orlitia borneensis,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Orlitia,borneensis,,,,,"Gray, 1873",
1555,Anomochilus leonardi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANOMOCHILIDAE,Anomochilus,leonardi,,,,,"Smith, 1940",
157244,Eryx jaculus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,BOIDAE,Eryx,jaculus,,,,,"(Linnaeus, 1758)","There are three subspecies: the nominate, <em>Eryx jaculus jaculus</em> (Linnaeus, 1758), <em>E. j. turcicus</em> (Olivier, 1801) and <em>E. j. familiaris</em> Eichwald, 1831; the latter inhabits territory of Dagestan and the Transcaucasian Region."
157246,Chamaeleo chamaeleon,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Chamaeleo,chamaeleon,,,,,"(Linnaeus, 1758)",
157247,Stellagama stellio,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AGAMIDAE,Stellagama,stellio,,,,,"(Linnaeus, 1758)","This species, formerly in the paraphyletic genus <em>Laudakia</em>, was assigned as the type (and presently sole) species of the new genus <em>Stellagama</em> by Baig <em>et al.</em> (2012). While this wide-ranging lizard, which presently has seven recognized subspecies (although this number varies according to different authors), is considered likely to be a species complex, ""more extensive work is still required before splitting the <em>S. stellio</em> complex"" (Baig <em>et al.</em> 2012), as most work to date has been morphological and genetic research is needed to clarify divisions in this taxon (Baig <em>et al</em>. 2012). <em>S. stellio daani </em>was previously synonymized with the nominate form, but its distinctiveness was recognized by Almog<em> et al</em>. (2005), and it is considered a distinct subspecies in the review of <em>Laudakia</em> conducted by Baig<em> et al.</em> (2012).<br/>Speybroeck<em> et al</em>. (2020) acknowledge that this arrangement has been widely adopted, but prefer to retain the name <em>Laudakia stellio </em>pending ""substantial evidence"" to reject monophyly of <em>Laudakia.</em>"
47756146,Vipera berus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Vipera,berus,,,,,"(Linnaeus, 1758)","<p>Preliminary data on the phylogeography of the species based on mtDNA sequences identified several independent evolutionary lineages (Joger <em>et al</em>. 2003, Carlsson <em>et al</em>. 2004, Ursenbacher <em>et al. </em>2006). Based on molecular evidence, <em>Vipera nikolskii</em> represents a subspecific lineage of <em>V. berus</em>, with some evidence of hybridization between the two taxa in natural populations (Milto and Zinenko 2005, Zinenko <em>et al</em>. 2010).<br/><br/><em>Vipera sachalinensis</em>, another taxon sometimes considered a full species, is included within the <em>V. berus</em> complex by Kalyabina-Hauf <em>et al</em>. (2004) and Joger <em>et al</em>. (2007). Similarly, <em>V. barani</em> should also be included in <em>V. berus </em>based on a recent integrative evaluation (Freitas <em>et al</em>. 2020). Finally, the populations of the western Alps in Italy are considered as another species <em>V. walser</em> based on genetic information (Ghielmi <em>et al</em>. 2016).</p>"
47113126,Anguis fragilis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Anguis,fragilis,,,,,"Linnaeus, 1758","Based on a fragment of mitochondrial DNA and two nuclear protein-coding loci Gvoždic <em>et al.</em> (2010) suggested that&#160;<em>Anguis fragilis </em>is&#160;a species complex comprised of at least four species in Europe.&#160;<em></em>Gvoždík <em>et al. </em>(2013) subsequently split <em>A. fragilis </em>into five species on genetic grounds. This arrangement has been accepted (Speybroeck <em>et al</em>. 2016), although morphological differences remain to be fully characterized (Uetz <em>et al.</em> 2019)."
157250,Phrynocephalus mystaceus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AGAMIDAE,Phrynocephalus,mystaceus,,,,,"(Pallas, 1776)","The nominate subspecies <em>Phrynocephalus mystaceus mystaceus</em> is found in Europe, ranging as far east as the Volga River sands inclusive.&#160;<br/>Wide mtDNA sampling of this species across its range suggests that two deeply divergent clades exist, one isolated in the Khorasan region of northeastern Iran and the other in the remainder of its Middle Asian range, a pattern previously found with more limited sampling using other genetic markers (Solovyeva <em>et al. </em>2018). Solovyeva <em>et al</em>. (2018) ""tentatively"" elect to describe the Khorasan lineage as a subspecies, <em>P. m. khorasanus</em>,&#160;rather than a full species due to weak morphological differentiation from populations elsewhere and the existence of both morphologically and genetically intermediate populations in the Caspian and Middle Asian regions. At the same time, this work found that the two previously recognized subspecies - <em>P. m. galli </em>and <em>P. m. aurantiacocaudatus</em>&#160;- are not supported by either mtDNA or morphological data. Solovyeva<em> et al. </em>(2020) consequently synonymized them with the nominate form, while recommending further research to clarify the claimed morphological distinctiveness of the latter (based on characters they were unable to examine in preserved material)."
157253,Malpolon insignitus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PSAMMOPHIIDAE,Malpolon,insignitus,,,,,"(Geoffroy Saint-Hilaire, 1827)",Eastern populations of <em>Malpolon</em> formerly allocated to <em>M. monspessulanus</em> are now included within <em>M. insignatus</em> following Carranza <em>et al</em>. (2006).
157256,Natrix tessellata,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Natrix,tessellata,,,,,"(Laurenti, 1768)","Six genetically and geographically distinct lineages have been identified in <em>Natrix tessellata</em>, and some or all of these may warrant specific recognition following further research (Guiking <em>et al</em>. 2004)."
157260,Eremias arguta,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Eremias,arguta,,,,,"(Pallas, 1773)","There are six recognized subspecies: <em>Eremias arguta arguta</em> (Pallas, 1773) is distributed in Kazakhstan; <em>E a. deserti </em>(Gmelin, 1789) is found in the west of the species range from the Ural River in the west to the eastern parts of the North Caucasus in the southwest (this subspecies is present in Romania, Moldova and Ukraine); <em>E. a. transcaucasica</em> Darevsky, 1953 inhabits eastern parts of Transcaucasia; <em>E. a. uzbekistanica </em>Chernov, 1934 is present in Uzbekistan and the frontier regions of Turkmenistan, southern Kazakhstan, Kyrgyzstan and Tajikistan; <em>E. a. darevskii</em> Tsaruk, 1986 is restricted to the Issyk Kul Depression in Kyrgyzstan; <em>E. a. potanini </em>Bedrjaga, 1912 is found in the area adjacent to Balkhash Lake and the Zaisan Depression in Kazakhstan. mtDNA results provide no justification for recognizing this latter form as distinct, and Poyarkov <em>et al</em>. (2014) indicate that this should be considered a junior synonym of the nominate subspecies. An unnamed form within from the Ili River Valley has been found to be distinct both genetically and morphologically (Orlova <em>et al</em>. 2012, Poyarkov <em>et al</em>. 2014), being sister to all other <em>E. arguta</em>, and may represent an undescribed species (Poyarkov<em> et al</em>. 2014)."
157263,Pseudopus apodus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Pseudopus,apodus,,,,,"(Pallas, 1775)","This species was previously included in the genus <em>Ophisaurus</em>. Glass lizards from the Balkan Peninsula and southern coast of the Crimea are considered as a subspecies <em>Pseudopus apodus thracius</em> (Obst, 1978). The nominate subspecies, <em>P. a. apodus</em> is distributed Southeastern Europe, Ciscaucasia and Transcaucasia, southern Turkmenistan, eastern Uzbekistan, western Tajikistan, Kyrgyzstan and southeastern Kazakhstan."
157265,Elaphe sauromates,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Elaphe,sauromates,,,,,"(Pallas, 1811)",This taxon was raised to species rank on the basis of a large genetic divergence from <em>Elaphe quatuorlineata</em> and clear morphological differences (Lenk <em>et al</em>. 2001).
157267,Dolichophis caspius,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Dolichophis,caspius,,,,,"(Gmelin, 1789)","This species is included in<em> Dolichophis</em> following Nagy <em>et al</em>. (2004), rather than <em>Hierophis</em>."
157268,Vipera renardi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Vipera,renardi,,,,,"(Christoph, 1861)","<p>This species is within the subgenus <em>Pelias</em> according to Nilson <em>et al</em>. (1999) and was formerly treated as a synonym subspecies of <span class=""gmail-15""><em>Vipera </em><span class=""gmail-spelle""><em>ursinii</em><span class=""gmail-15"">. The results of <span class=""gmail-spelle"">Joger<span class=""gmail-15""> and <span class=""gmail-spelle"">Stumpel<span class=""gmail-15""> (2005) restricted <span class=""gmail-spelle""><em>Vipera</em><span class=""gmail-15""><em> </em><span class=""gmail-spelle""><em>ursinii</em><span class=""gmail-15""> on the group of the remnant, disjunct, populations of Europe west of Ukraine <span class=""gmail-15"">(<span class=""gmail-spelle"">Nilson<span class=""gmail-15""> and <span class=""gmail-spelle"">Andren<span class=""gmail-15"">&#160;2001,&#160;<span class=""gmail-spelle"">Joger<span class=""gmail-15""> and <span class=""gmail-spelle"">Stumpel<span class=""gmail-15"">&#160;2005,&#160;<span class=""gmail-spelle"">Ferchaud<span class=""gmail-15""> <em>et al</em>. 2012,&#160;<span class=""gmail-spelle"">Zinenko<span class=""gmail-15""> <em>et al</em>. 2015) and defined <em>V. renardi</em> as a valid species. <em>V. <span class=""gmail-spelle"">renardi </span></em><em>s.l</em>. includes five subspecies: the nominate <span class=""gmail-15""><em>V. r. </em><span class=""gmail-spelle""><em>renardi</em> (occupies the most part of the distribution range, except for some Central- and Middle Asian populations); <span class=""gmail-15""><em>V. r. </em><span class=""gmail-spelle""><em>tienshanica</em> <span class=""gmail-spelle"">Nilson and <span class=""gmail-spelle"">Andrén, 2001 (Kyrgyzstan, eastern Uzbekistan, northern Tajikistan and south-eastern Kazakhstan), <span class=""gmail-15""><em>V. r. </em><span class=""gmail-spelle""><em>parursinii</em> <span class=""gmail-spelle"">Nilson &amp; <span class=""gmail-spelle"">Andrén, 2001 (found in northern Xinjiang-Uyghur Autonomous Region in China), <span class=""gmail-15""><em>V. r. </em><span class=""gmail-spelle""><em>puzanovi</em><span class=""gmail-15""> Kukushkin, 2009 (found in southern Ukraine in Crimea and western part of country) and <em>V. r. <span class=""gmail-spelle"">bashkirovi</span></em> <span class=""gmail-spelle"">Garanin, Pavlov &amp; Bakiev, 2004 (Tatarstan in Russian Federation). <span class=""gmail-msoins0"">Taxonomic issues are likely to remain, particularly in the correct delimitation of range limits between <em>V. r. </em><span class=""gmail-spelle""><em>renardi</em><span class=""gmail-msoins0""> and <em>V. r. </em><span class=""gmail-spelle""><em>pustanovi</em><span class=""gmail-msoins0"">. Additionally, within <em>V. renardi</em> distribution range there is a number of previously described species which are currently viewed as questionable or invalid (for more clarification of certain cases see in <span class=""gmail-15"">Ferchaud <em>et al</em>. (2012),&#160;<span class=""gmail-spelle"">Zinenko <em>et al</em>. (2015) and/or Freitas <em>et al</em>. 2020): <span class=""gmail-spelle""><em>Vipera</em><em> <span class=""gmail-spelle"">altaica </span></em><span class=""gmail-spelle"">Tuniyev, <span class=""gmail-spelle"">Nilson &amp;&#160;<span class=""gmail-spelle"">Andrén, 2010; <span class=""gmail-spelle""><em>Vipera</em><em> <span class=""gmail-spelle"">eriwanensis</em> (Reuss, 1933) from Lesser Caucasus and Eastern Turkey with <span class=""gmail-spelle"">synonym <span class=""gmail-spelle""><em>Vipera</em><em> <span class=""gmail-spelle"">shemakhensis</span></em> (<span class=""gmail-spelle"">Tuniyev <em>et al</em>. 2013) from Azerbaijan; <span class=""gmail-spelle""><em>Vipera</em><em> <span class=""gmail-spelle"">ebneri </em><span class=""gmail-spelle"">Knőpfler &amp; <span class=""gmail-spelle"">Sochurek, 1955 from Iran (<span class=""gmail-spelle"">Zinenko <em>et al</em>. 201,; Freitas <em>et al</em>. 2020); paraphyletic lineages of <span class=""gmail-spelle""><em>Vipera</em><em> <span class=""gmail-spelle"">lotievi </span></em><span class=""gmail-spelle"">Nilson <em>et al</em>., 1995 from East Caucasus. Taxonomic relations within <em>V. renardi</em> or maybe <em>V. renardi</em> complex require more research (for example, <span class=""gmail-msoins0"">North Caucasian populations traditionally referred to <em>V. </em><span class=""gmail-spelle""><em>lotievi</em><span class=""gmail-msoins0""> recently are recognized as basal lineages of <em>V. </em><span class=""gmail-spelle""><em>renardi</em><span class=""gmail-msoins0""> (<span class=""gmail-spelle"">Zinenko<span class=""gmail-msoins0""> <em>et al</em>. 2015). Also, the taxonomic status of the populations from the Kazakh Altai remains unclear.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>"
157269,Eryx miliaris,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,BOIDAE,Eryx,miliaris,,,,,"(Pallas, 1773)","This species exhibits close similarities to <em>Eryx tataricus</em>, and the two are difficult to distinguish (Ezkandarzadeh <em>et al. </em>2013). Ezkandarzadeh <em>et al.</em> (2013) attribute records of <em>E. tataricus</em> from Khorasan Province in northeastern Iran to<em> E. miliaris </em><span style=""background-color: white;"">(also see Mohammad<em> et al. </em>2017).</span> The distribution of the two taxa elsewhere is in need of clarification: Zhao and Adler (1993) provide a ""composite range"" for the complex in China as the separate ranges of the two taxa in this country cannot be identified. Ezkandarzadeh <em>et al.</em> (2013) outline the distribution of both species and report both from Mongolia,&#160;however Zhao and Adler (1993) and Terbish <em>et al</em>. (2006) consider that only <em>E. tataricus</em> occurs in this country. Cryptic species may exist within the <em>E. miliaris</em>-<em>tataricus</em> complex, based on the finding by Ezkandarzadeh <em>et al</em>. (2013) that two Iranian specimens (to which they applied the name <em>Eryx</em> cf. <em>miliaris</em>) could not confidently be referred to this taxon. In the northwestern (Russian) part of its range, the subspecies <em>E. m. nogaiorum</em> is recogniz<span style=""background-color: white;"">ed;&#160;however recent phylogenetic research implies that this population must be considered invalid (Eskandarzadeh <em>et al.</em> 2020).&#160; The same study suggests tha</span><span style=""background-color: rgb(255, 255, 255);"">t&#160;</span><em>E. tataricus</em><span style=""background-color: rgb(255, 255, 255);"">&#160;represents a junior synonym of&#160;</span><em>E. miliaris&#160;</em><span style=""background-color: rgb(255, 255, 255);"">(Eskandarzadeh&#160;</span><em>et al.</em><span style=""background-color: rgb(255, 255, 255);"">&#160;2020), but this account retains it as valid pending further research to confirm this assignment given the complex taxonomic history of these names and the need for wider sampling outside Iran.</span>"
157270,Hemorrhois nummifer,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hemorrhois,nummifer,,,,,"(Reuss, 1834)","The name <em>Coluber tyria </em>Linnaeus, 1758 has been proposed as a putative senior synonym of <em>Coluber nummifer</em>&#160;and Schätti and Tillack (2010) applied to the International Commission of Zoological Nomenclature to suppress this name to preserve the stability of the widely-used specific name&#160;<em>nummifer</em>."
157273,Chamaeleo africanus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Chamaeleo,africanus,,,,,"Laurenti, 1768","<em>Chamaeleo calcaricarens </em>has variously been treated as a full species or as a subspecies of <em>C. africanus</em>. Largen and Spawls (2006) examined records attributed to both species, and found that the only available diagnostic character is unreliable, and restricted to males. These authors synonymized <em>C. calcaricarens</em> with <em>C. africanus</em>, and while acknowledging that <em>C. africanus</em> so defined may represent a species complex, argued that treating <em>C. calcaricarens</em> as a valid species on the basis of existing diagnostic characters would make it difficult or impossible to attribute many Ethiopian records to either form with certainty. <em>C. calcaricarens</em> was nonetheless accepted as a valid species without comment by Tilbury and Tolley (2009); Tilbury (2010) indicated that hemipenal morphology reliably diagnosed the two species, and formally resurrected that species. Tilbury (2010) did not consider <em>C. africanus </em>as ranging into the Horn of Africa, but the basis for this is unclear. This action is supported by evidence from a recent molecular phylogeny of the Chamaeleonidae that<em>&#160;C. africanus</em>&#160;from Niger and&#160;<em>C. calcaricarens</em>&#160;from Borama in Somalia are distinct at the species level (Tolley&#160;<em>et al.</em>&#160;2013). Trape&#160;<em>et al</em>. (2012) apparently overlooked the resurrection of&#160;<em>C. calcaricarens</em>&#160;in describing&#160;<em>C. africanus</em>&#160;as ranging east as far as Somalia."
157274,Xerotyphlops vermicularis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TYPHLOPIDAE,Xerotyphlops,vermicularis,,,,,"(Merrem, 1820)",
157275,Elaphe dione,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Elaphe,dione,,,,,"(Pallas, 1773)","The validity of subspecies described from western Siberia and the Altai region, <em>E. d. niger</em> Golubeva, 1923 and <em>E. d. tenebrosa</em> Sobolevsky, 1929, is disputed."
157278,Phrynocephalus guttatus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AGAMIDAE,Phrynocephalus,guttatus,,,,,"(Gmelin, 1789)","The specific status of <em>Phrynocephalus melanurus</em>&#160;has until recently been uncertain. This taxon has often been treated as a distinct species (e.g. Sindaco and Jeremčenko 2008), but it is considered a junior synonym of <em>P. guttatus</em>&#160;<em>salensky</em><em>i</em> by Mezhzherin and Golubev (1993) and as a subspecies of <em>P. guttatus</em>&#160;(<em>Phrynocephalus guttatus</em> ssp. <em>melanurus</em> Eichwald,&#160;1831) by Barabanov and Ananjeva<em>&#160;</em>(2007), and this is how the taxon is treated currently by The Reptile Database (Uetz <em>et al.</em> 2021).<br/><br/>Dunayev (2009) upheld the distinctness of&#160;<em>P. melanurus</em>&#160;on biogeographical grounds, and recognized populations from the northern and southeastern parts of the Aral Sea region as&#160;<em>P. g. moltschanovi,&#160;</em>from&#160;the south Balkhash Lake region and Alakol Depression as<em>&#160;</em><em>P. kuschakewitschi</em><em>,&#160;</em>and from the Ili River Depression as&#160;<em>P. g. alpherakii</em>. Solovyeva&#160;<em>et al</em>. (2014) later investigated the genetics of this species complex, and supported the recognition of&#160;<em>P. alpheraki</em><em>i&#160;</em>and<em>&#160;P. moltschanovoi&#160;</em>&#160;- as well as&#160;<em>P. melanurus&#160;</em>-&#160;as distinct species.&#160;<em>P. melanurus</em> is provisionally treated here as a distinct&#160;valid species<em>.</em><br/><br/>Populations from Kazakhstan previously assigned to<em> P. versicolor</em>, as well as those from Siberia and northern Mongolia previously described as the subspecies <em>P. v.</em>&#160;<em>kulagini</em>, are referable to <em>P. guttatus</em> (Wang and Fu 2004, Sindaco and Jeremčenko 2008)."
157279,Ophisops elegans,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Ophisops,elegans,,,,,"Ménétries, 1832",This species is in need of major taxonomic revision.
157282,Gloydius halys,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Gloydius,halys,,,,,"(Pallas, 1776)","The systematics of this species are extremely complicated due to the lack of comprehensive molecular treatments of the genus, as morphological differences between this species and&#160;<em>Gloydius intermedius</em>&#160;are minor (Sindaco<em>&#160;et al.&#160;</em>2013).&#160;This was summarized by Wagner <em>et al.</em> (2016), who described <em>Gloydius rickmersi </em>from previously unnamed populations within this group, and remains unresolved.<br/><br/>The nominate&#160;<em>G. h. halys</em> inhabits the eastern part of the species range; <em>G. h. caraganus</em> is found in western areas including Kazakhstan and Middle Asia; <em>G. h. caucasicus</em> is distributed in Azerbaijan, northern Iran and northwestern Afghanistan. Isolated populations found in the eastern part of the species' range, including China, have been assigned to the subspecies <em>G. h. cognatus</em> and <em>G. h. stejnegeri</em>, however, the species was not recognized as occurring in China by specialists attending an assessment workshop in 2010, and Chinese populations - as well as those attributed to <em>G. h. caucasicus</em> - have previously been included within <em>G. intermedius</em> (Gloyd and Conant 1989). More recently, all subspecies have been elevated to species status (Shi&#160;<em>et al.</em>&#160;2016, Shi <em>et al.</em>&#160;2017,&#160;Asadi <em>et al. </em>2019)<em>&#160;</em>and therefore the <em>G. halys</em>&#160;complex will need to be reassessed in the future."
157283,Chalcides ocellatus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,ocellatus,,,,,"(Forskål, 1775)","<p><em>Chalcides ocellatus</em>&#160;is closely related to <em>Chalcides colosii</em>, which previously treated as a subspecies of the former&#160;(Schleich <em>et al. </em>1996).</p>"
